board,category,title
Lifeismoney,情報,全聯小時達柔情衛生紙券後29
Lifeismoney,情報,nb 2002r系列$1802 / 530系列$1799
Lifeismoney,情報,p家衛生紙 1包只要$9
Lifeismoney,情報,蝦皮keds小白鞋出清 券後$681
Lifeismoney,情報,momo限時優惠券 保健/3c/免運券
Lifeismoney,情報,21世紀炸雞餐紙上的y購100折價券qrcode
Lifeismoney,情報,一卡通綠點30點
Lifeismoney,情報,line禮物青梅冰茶半價
Lifeismoney,情報,拿坡里外帶限六種口味大披薩平常日189元
Lifeismoney,情報,全家行動購免運券
Lifeismoney,情報,全家食食購 20號補貨日
Lifeismoney,情報,海斯頓herston馬卡龍買一送一
Lifeismoney,情報,麥當當line  咖啡買五送五 一杯24元
Lifeismoney,情報,拿坡里外帶大披薩平常日189元
Lifeismoney,情報,50歲以上登入ipm app送whoscall進階半年
Lifeismoney,情報,小米裝置免費領最多4個月spotify
Lifeismoney,情報,全家筍丁素肉燥特價20元
Lifeismoney,情報,蝦皮麥當勞豬肉滿福堡套餐$85
Lifeismoney,情報,花王美舒律蒸汽眼罩 限量1盒$21
Lifeismoney,情報,蝦皮 dyson  v12 sv46 蝦幣折扣後16031
Lifeismoney,情報,tea top：柳橙綠/柳橙檸檬綠買一送一
Lifeismoney,情報,line禮物新客優惠 一元買咖啡、霜淇淋等
Lifeismoney,情報,購物橘子dji 空拍機店家優惠
Lifeismoney,情報,必勝客 平日199大披薩海鮮新口味
Lifeismoney,討論,youtube premium土耳其被封
Lifeismoney,情報,3/21-3/25全家取件送紅利金
Lifeismoney,情報,欣亞：買曜越h570折1100元還送塔散
Lifeismoney,情報,漢堡王 3/18-3/20雙層小華堡買一送一
Lifeismoney,限免,小動物餐吧 (party club)
Lifeismoney,情報,mio r810d後視鏡雙鏡行車記錄器
Lifeismoney,情報,爭鮮台南高雄「這三店」買一送一
Lifeismoney,情報,whoscall 進階版一個月(等補貨)
Lifeismoney,情報,7-eleven交貨便開心卡
Lifeismoney,情報,yahoo購物 irocks t27s 77折
Lifeismoney,情報,特力屋 國際牌f-y24gx除濕機12公升 $9999
Lifeismoney,情報,pc青森shiny丸搾蘋果汁一瓶才125元
Lifeismoney,情報,中部遠傳免費領平安書包御守
Lifeismoney,情報,apple ipad pro 11吋 m4 512g（37987）
Lifeismoney,情報,329將軍免費拔紅蘿蔔/做奶凍/送樹苗
Lifeismoney,情報,麗嬰房nac nac酵素奶瓶蔬果洗潔慕斯
Lifeismoney,情報,行動購-即期伊藤園柳橙紅茶(24入)294元
Lifeismoney,情報,pchome 分眾p幣
Lifeismoney,情報,steam 與你爸爸一起洗澡 遊戲特價
Lifeismoney,情報,line調查團10點
Lifeismoney,新聞,7-11咖啡「買8送8」來了！全家周一10元多
Lifeismoney,,pc segway電動滑板車
Lifeismoney,情報,蝦皮3.18優惠整理
Lifeismoney,情報,萊購物-東泉辣椒醬19元
Lifeismoney,情報,適樂膚 保濕乳/修護霜特價
Lifeismoney,情報,line game登入7日拿line points
Lifeismoney,情報,nike air zoom structure 25 $1420
Lifeismoney,情報,momo 統一lp33益生菌300顆6888
Lifeismoney,情報,全家 03/19~03/23 限時優惠+5康康
Lifeismoney,情報,全家五樣五好康多樣商品買一送一
Lifeismoney,情報,全聯 airpods pro2 5690
Lifeismoney,情報,magy集團鞋款 特價990元
Lifeismoney,情報,goshare 騎乘金
Lifeismoney,情報,line禮物 優惠券折35元（需滿68元）
Lifeismoney,情報,台北今日喜樂50元3月15日
Lifeismoney,情報,gigastone 65w快充388
Lifeismoney,情報,台新gogo生日回饋加碼券
Lifeismoney,情報,洋蔥網通小米紅米平板 redmi pad se 8.
Lifeismoney,情報,momo 3月限定快閃購物金20元
Lifeismoney,情報,steam wallpaper engine 桌布引擎 史低
Lifeismoney,情報,雲林莿桐 高麗菜整箱免費送(已送完)
Lifeismoney,情報,京東限時折價券筆電5888-700
Lifeismoney,情報,adidas越野鞋/跑鞋/健走鞋$999
Lifeismoney,情報,hcg和成 47cm瞬熱免治馬桶 7200
Lifeismoney,情報,電腦家 好來牙膏$199+回饋20%
Lifeismoney,情報,美廉社lotte tico可可脆皮香草風味雪糕
Lifeismoney,情報,台新點1點
Lifeismoney,情報,3/18 星巴克初春綻放 嚐新品味 好友分享日
Lifeismoney,情報,明（17）日起汽、柴油價格皆不予調整
Lifeismoney,新聞,捐血送烏魚子! 彰化社頭織襪業者號召一起
Lifeismoney,情報,全家行動購 picard烤布蕾49元
Lifeismoney,情報,lp+1 minoshin
Lifeismoney,情報,3/14 星巴克甜蜜時刻 加倍溫暖 好友分享日
pc_shopping,菜單,150k 遊戲機
pc_shopping,菜單,64k 升級 9950x3d
pc_shopping,閒聊,請教華碩ax4200 & ax3000選擇
pc_shopping,菜單,80k遊戲機
pc_shopping,情報,momo 5070 70ti 5080 一批禮包釋出
pc_shopping,菜單,77k 9800x3d+5070 ti
pc_shopping,情報,帶rh2 rgb信仰扇intel core ultra 9 285
pc_shopping,閒聊,比50系綁禮包還臭的東西來了
pc_shopping,情報,撼訊 rx 9070xt 紅魔白色版登場!
pc_shopping,菜單,55k內遊戲+lr修圖機
pc_shopping,菜單,60k 內含螢幕遊戲機
pc_shopping,情報,rtx 5060ti與rtx 5060上市時間推遲
pc_shopping,菜單,35k 半套主機升級(遊戲機)
pc_shopping,菜單,110k 遊戲機
pc_shopping,心得,白色主機選購指南 3/6更新
pc_shopping,心得,《ssd選購指南》碎念之邁向八週年
pc_shopping,閒聊,轉巴哈dct消費經驗與老闆yt回應
pc_shopping,情報,隨著歐元走強，nvidia 在歐洲下調 geforc
pc_shopping,情報,nand flash 供應商漲價 ssd將漲價
pc_shopping,菜單,66k 遊戲機(含螢幕)
pc_shopping,閒聊,中國50系顯卡奉旨漲價海巡
pc_shopping,請益,9800x3d單塔可以壓的住嗎?
pc_shopping,開箱,geeek壓克力顯卡展示架簡單開箱
pc_shopping,菜單,60k遊戲機含螢幕
pc_shopping,請益,70k電腦 vs 30k ps5 pro怎麼選
pc_shopping,菜單,55k內遊戲實況機
pc_shopping,菜單,35k 白色 itx 遊戲機
pc_shopping,閒聊,消費與店家售後服務
pc_shopping,閒聊,中國 up 主用冷氣的室外機(殼)來散熱 rtx
pc_shopping,菜單,20k左右遊戲機
pc_shopping,菜單,16k文書機
pc_shopping,菜單,35k升級電腦
pc_shopping,開箱,技嘉 z890 aorus tachyon ice 主機板
pc_shopping,心得,高雄建國路大地遊戲 9070xt
pc_shopping,請益,2t 遊戲用ssd選擇
pc_shopping,閒聊,5090畢業奇遇
pc_shopping,菜單,40k 遊戲機
pc_shopping,情報,銀欣 sst-arm14b 螢幕支架 限時限量特價
pc_shopping,請益,argb散熱、風扇選擇
pc_shopping,請益,2t 遊戲用ssd選擇(flashid數據研究)
pc_shopping,菜單,60k臭臭遊戲機
pc_shopping,情報,9070xt 極缺限組裝! ssd ram 部分開漲!
pc_shopping,心得,amd顯卡 rdna2~4補幀攻略
pc_shopping,情報,asus 4k240 oled pa32ucdm 新機種
pc_shopping,菜單,30k遊戲機
pc_shopping,,35k輕遊戲機
pc_shopping,請益,hyper-v虛擬機直通顯卡選擇
pc_shopping,情報,技嘉 gs27fa 特價3188! 新機 gs25f2
pc_shopping,情報,9070xt 極缺開始搭板! 98x3d 又到貨
pc_shopping,情報,老黃 gtc 公布 2028 下一代ai晶片：費曼
pc_shopping,菜單,電腦升級 mov 1080p不lag
pc_shopping,情報,newegg pc builder 決賽選手 2025 版
pc_shopping,情報,vk（瓦爾基里）海鮮店低調開張
pc_shopping,心得,原價屋跑跑一個禮拜畢業心得
pc_shopping,情報,技嘉 5070 gaming oc 單卡pchome
pc_shopping,菜單,35k遊戲機
pc_shopping,閒聊,不買5070以上的人入手4060最賺吧?
pc_shopping,菜單,65k左右遊戲機
pc_shopping,閒聊,美亞14700k特價
pc_shopping,菜單,35k 遊戲機
pc_shopping,菜單,55k遊戲機
pc_shopping,閒聊,22k的 msi 5070 ventus 很臭嗎？
pc_shopping,開箱,鎧俠exceria plus portable外接ssd短開箱
pc_shopping,閒聊,藍寶石fb 9070xt相關
pc_shopping,菜單,20k 文書主機
pc_shopping,菜單,55k遊戲日常用機
pc_shopping,情報,華碩再次調漲美國amd、nvidia顯卡售價，g
pc_shopping,心得,ssupd xhuddle ver.魚缸模式
pc_shopping,菜單,50k內遊戲機
pc_shopping,閒聊,君主psu線材取得
pc_shopping,心得,台達電innergie t33 330w電競筆電充電器
pc_shopping,菜單,18k文書機
pc_shopping,請益,5080丐版選擇
pc_shopping,菜單,100k遊戲機
pc_shopping,菜單,45k(不含顯卡)白色遊戲機
pc_shopping,開箱,大飛哥的新裝備 df4100機殼 & dn360d水冷
pc_shopping,開箱,日本買msi 5070ti vanguard le簡單開箱
pc_shopping,情報,君主新推出 hyperflow silent 一體式水冷
pc_shopping,情報,微軟的3月份更新意外導致copilot被移除
pc_shopping,請益,atx機殼推薦(防貓踩電源)(補兇手照)
pc_shopping,閒聊,把今年運氣用盡，買到5090原價現貨
pc_shopping,菜單,升級 12600k vs 7500f
Tech_Job,新聞,奇謀！輝達靠自損電路把晶片賣到中國
Tech_Job,新聞,駐美大使：不排除最先進晶片在美國生產
Tech_Job,檢舉,tech job板主無故鎖文推噓歸0
Tech_Job,新聞,救英特爾？ 台積董事會從未討論
Tech_Job,新聞,黃仁勳：川普關稅政策不影響輝達，美國製
Tech_Job,討論,joh版主竄改推文數(推/噓)進度
Tech_Job,新聞,2024年全球前10大ic設計排名出爐 輝達穩
Tech_Job,情報,薪資查詢平台
Tech_Job,新聞,汽車市場帶來商機高盛力挺聯發科目標1780
Tech_Job,轉錄,科技業工作內容真的有需要碩士嗎
Tech_Job,新聞,黃仁勳：輝達將與電信業領導者開發6g技術
Tech_Job,心得,公司漏保勞保的後續交手過程和處理
Tech_Job,討論,台達電及電子五哥薪資比較分享
Tech_Job,請益,offer 請益
Tech_Job,新聞,輝達股價跌一成「員工不關心」　資深工程
Tech_Job,討論,請問大家上班都怎麼摸魚
Tech_Job,新聞,看好輝達技術前瞻性 蔡力行：聯發科一開
Tech_Job,新聞,「中國的asml」長春光機所徵才 符合條
Tech_Job,請益,地名資工重考一年，還要繼續嗎，詢問大家
Tech_Job,新聞,華為巨資遊說歐洲議員案 比利時起訴五嫌
Tech_Job,請益,科技業是否承認產碩?
Tech_Job,討論,版主收手吧～請停止修改舊文(檢舉連結）
Tech_Job,新聞,解密台積擴大美國投資關鍵人物：王英郎
Tech_Job,討論,老張現在的立場還是反對台積電去美國嗎？
Tech_Job,新聞,聯發科ai平台mediatek davinci「達哥」
Tech_Job,新聞,挑戰輝達！　google攜手聯發科開發ai晶片
Tech_Job,討論,美光裁員？
Tech_Job,討論,走流程的校園徵才
Tech_Job,討論,寫在後面──跳樓事件後如何挽回自身名聲
Tech_Job,新聞,2025年ai、人形機器人和無人機成為熱門商
Tech_Job,新聞,雲云曾志新7刀砍死技術長遭羈押　北院：
Tech_Job,新聞,吳誠文︰「晶片台灣隊」協助對接內需
Tech_Job,新聞,美中科技戰！tiktok料4／5前出售　openai
Tech_Job,請益,台灣三星電子pmic design
Tech_Job,新聞,ic大廠副總妻當小三!網紅酸她:高端玩家
Tech_Job,討論,台達清大生跳樓滿月了，沒有調查結果嗎
Tech_Job,討論,幫台達電洗地帶風向的帳號
Tech_Job,請益,豬屎屋ㄧ定優於台商系統廠嗎？
Tech_Job,新聞,cnn：川普勒索台積電近3.3兆「保護費」
Tech_Job,討論,現在是不能發台達電的文章嗎？
Tech_Job,新聞,川普再提台積電政績 稱魏哲家「最受敬重
Tech_Job,新聞,擅自為台積電加碼？ 川普稱台積電擬投資
Tech_Job,新聞,獨／還有內幕？雲云董座留紙條驚悚吞刀
Tech_Job,新聞,risc-v陣營的振奮時刻！meta可能是採用ris
Tech_Job,新聞,藍委籲增假減工時 勞動部：很多勞工希望
Tech_Job,情報,worldquant 2025 全球量化金融競賽
Tech_Job,新聞,陳立武睽違7個月重返英特爾　去年閃辭3大
Tech_Job,問卷,工作行為問卷(填完兩階段得100元7-11禮卷
Tech_Job,新聞,「川普上任後唯一成就搶走台積電」  工程
Tech_Job,請益,奇美實業/專利工程師考試科目請益
Tech_Job,新聞,陳立武接英特爾，對台積好還壞？
Tech_Job,轉錄,美國人工程師半夜會回廠修機器嗎?
Tech_Job,新聞,因應川普關稅戰，和碩宣布赴美設廠估今年
Tech_Job,,工會控訴印尼廠工安 和碩：未違法、將找第三方稽
Tech_Job,新聞,華為涉賄15名歐議會議員 比利時出動逾百
Tech_Job,徵才,智邦科技 誠徵 hw eng/tpl/tpm (交換器)
Tech_Job,新聞,中共國企挖角 台2筆電研發主管被起訴
Tech_Job,徵才,rivos 誠徵資深 fae
Tech_Job,心得,加薪升遷經驗分享講座
Tech_Job,新聞,鴻海法說會／將在一兩個月內與日本車廠
Tech_Job,新聞,前執行長：別再想拆分英特爾，該用政府與
Tech_Job,新聞,詐保內鬼2/每月都骨折!台積電工程師
Tech_Job,請益,美律請益
Tech_Job,新聞,科技大廠都來了！2025陽明交大校園就業
Tech_Job,新聞,曾去雲云科技面試！他揭「董事長、技術長
Tech_Job,問卦,南韓業界想鬆綁半導體工時限制 1周52小時
Tech_Job,新聞,黃仁勳5月19日來台！貿協證實：將現身北
Tech_Job,請益,offer請益 泰宣與聯華氣體
Tech_Job,新聞,meta為進軍中國 配合言論審查
